monkey;task;session;trials;stimulus;selection
g;Artificial Discrimination;54,0;342,0;str;str
g;Artificial Discrimination;54,0;343,0;str;str
g;Artificial Discrimination;54,0;344,0;str;str
g;Artificial Discrimination;54,0;345,0;str;ctr
g;Artificial Discrimination;54,0;346,0;str;ctr
g;Artificial Discrimination;54,0;362,0;str;ctr
g;Artificial Discrimination;54,0;363,0;ctr;ctr
g;Artificial Discrimination;54,0;364,0;str;ctr
g;Artificial Discrimination;54,0;365,0;str;str
g;Artificial Discrimination;54,0;366,0;str;str
g;Artificial Discrimination;54,0;367,0;str;str
g;Artificial Discrimination;54,0;368,0;str;ctr
g;Artificial Discrimination;54,0;369,0;str;ctr
g;Artificial Discrimination;54,0;370,0;str;str
g;Artificial Discrimination;54,0;371,0;ctr;ctr
g;Artificial Discrimination;54,0;372,0;str;ctr
g;Artificial Discrimination;54,0;373,0;str;str
g;Artificial Discrimination;54,0;374,0;str;str
g;Artificial Discrimination;54,0;375,0;str;str
g;Artificial Discrimination;54,0;376,0;ctr;str
g;Artificial Discrimination;54,0;377,0;ctr;str
g;Artificial Discrimination;54,0;378,0;ctr;str
g;Artificial Discrimination;54,0;379,0;str;ctr
g;Artificial Discrimination;54,0;380,0;ctr;ctr
g;Artificial Discrimination;54,0;381,0;ctr;str
g;Artificial Discrimination;54,0;382,0;str;ctr
g;Artificial Discrimination;54,0;383,0;ctr;ctr
g;Artificial Discrimination;54,0;384,0;ctr;ctr
g;Artificial Discrimination;54,0;406,0;str;ctr
g;Artificial Discrimination;54,0;407,0;ctr;str
g;Artificial Discrimination;54,0;408,0;str;str
g;Artificial Discrimination;54,0;409,0;ctr;ctr
g;Artificial Discrimination;54,0;410,0;str;str
g;Artificial Discrimination;54,0;411,0;str;ctr
g;Artificial Discrimination;54,0;412,0;str;str
g;Artificial Discrimination;54,0;413,0;ctr;str
g;Artificial Discrimination;54,0;414,0;ctr;ctr
g;Artificial Discrimination;54,0;415,0;ctr;ctr
g;Artificial Discrimination;54,0;416,0;str;ctr
g;Artificial Discrimination;54,0;417,0;ctr;str
g;Artificial Discrimination;54,0;465,0;str;str
g;Artificial Discrimination;54,0;466,0;str;str
g;Artificial Discrimination;54,0;467,0;ctr;str
g;Artificial Discrimination;54,0;468,0;str;ctr
g;Artificial Discrimination;54,0;469,0;ctr;str
g;Artificial Discrimination;54,0;470,0;str;str
g;Artificial Discrimination;54,0;471,0;ctr;ctr
g;Artificial Discrimination;54,0;472,0;ctr;ctr
g;Artificial Discrimination;54,0;473,0;str;ctr
g;Artificial Discrimination;54,0;474,0;ctr;ctr
g;Artificial Discrimination;54,0;475,0;str;ctr
g;Artificial Discrimination;54,0;476,0;str;str
g;Artificial Discrimination;54,0;477,0;str;ctr
g;Artificial Discrimination;54,0;478,0;str;ctr
g;Artificial Discrimination;55,0;25,0;str;str
g;Artificial Discrimination;55,0;26,0;ctr;str
g;Artificial Discrimination;55,0;27,0;str;str
g;Artificial Discrimination;55,0;28,0;ctr;str
g;Artificial Discrimination;55,0;29,0;str;ctr
g;Artificial Discrimination;55,0;30,0;ctr;str
g;Artificial Discrimination;55,0;31,0;ctr;ctr
g;Artificial Discrimination;55,0;32,0;str;ctr
g;Artificial Discrimination;55,0;33,0;ctr;str
g;Artificial Discrimination;55,0;34,0;ctr;str
g;Artificial Discrimination;55,0;35,0;str;str
g;Artificial Discrimination;55,0;36,0;ctr;str
g;Artificial Discrimination;55,0;37,0;str;ctr
g;Artificial Discrimination;55,0;38,0;ctr;ctr
g;Artificial Discrimination;55,0;39,0;ctr;ctr
g;Artificial Discrimination;55,0;40,0;ctr;ctr
g;Artificial Discrimination;55,0;41,0;str;str
g;Artificial Discrimination;55,0;42,0;ctr;str
g;Artificial Discrimination;55,0;43,0;str;str
g;Artificial Discrimination;55,0;44,0;ctr;str
g;Artificial Discrimination;55,0;45,0;str;ctr
g;Artificial Discrimination;55,0;46,0;ctr;ctr
g;Artificial Discrimination;55,0;47,0;ctr;str
g;Artificial Discrimination;55,0;49,0;str;ctr
g;Artificial Discrimination;55,0;50,0;str;str
g;Artificial Discrimination;55,0;51,0;ctr;ctr
g;Artificial Discrimination;55,0;52,0;str;str
g;Artificial Discrimination;55,0;53,0;str;str
g;Artificial Discrimination;55,0;54,0;ctr;str
g;Artificial Discrimination;55,0;55,0;str;ctr
g;Artificial Discrimination;55,0;56,0;ctr;str
g;Artificial Discrimination;55,0;57,0;str;ctr
g;Artificial Discrimination;55,0;58,0;str;ctr
g;Artificial Discrimination;55,0;59,0;str;str
g;Artificial Discrimination;55,0;60,0;ctr;ctr
g;Artificial Discrimination;55,0;62,0;ctr;str
g;Artificial Discrimination;55,0;63,0;ctr;str
g;Artificial Discrimination;55,0;64,0;ctr;str
g;Artificial Discrimination;55,0;65,0;str;str
g;Artificial Discrimination;55,0;66,0;ctr;ctr
g;Artificial Discrimination;55,0;67,0;ctr;str
g;Artificial Discrimination;55,0;119,0;ctr;str
g;Artificial Discrimination;55,0;120,0;str;ctr
g;Artificial Discrimination;55,0;121,0;ctr;ctr
g;Artificial Discrimination;55,0;122,0;str;str
g;Artificial Discrimination;55,0;123,0;str;str
g;Artificial Discrimination;55,0;124,0;ctr;ctr
g;Artificial Discrimination;55,0;125,0;ctr;str
g;Artificial Discrimination;55,0;126,0;ctr;str
g;Artificial Discrimination;55,0;139,0;str;ctr
g;Artificial Discrimination;55,0;140,0;ctr;str
g;Artificial Discrimination;55,0;141,0;str;str
g;Artificial Discrimination;55,0;142,0;ctr;str
g;Artificial Discrimination;55,0;143,0;ctr;ctr
g;Artificial Discrimination;55,0;144,0;str;str
g;Artificial Discrimination;55,0;145,0;ctr;ctr
g;Artificial Discrimination;55,0;147,0;ctr;ctr
g;Artificial Discrimination;55,0;148,0;str;str
g;Artificial Discrimination;55,0;149,0;str;str
g;Artificial Discrimination;55,0;150,0;ctr;str
g;Artificial Discrimination;55,0;151,0;ctr;str
g;Artificial Discrimination;55,0;152,0;str;str
g;Artificial Discrimination;55,0;153,0;str;str
g;Artificial Discrimination;55,0;154,0;str;str
g;Artificial Discrimination;55,0;155,0;str;str
g;Artificial Discrimination;55,0;156,0;str;str
g;Artificial Discrimination;55,0;157,0;ctr;str
g;Artificial Discrimination;55,0;158,0;str;str
g;Artificial Discrimination;55,0;159,0;ctr;ctr
g;Artificial Discrimination;55,0;160,0;ctr;str
g;Artificial Discrimination;55,0;161,0;ctr;str
g;Artificial Discrimination;55,0;162,0;ctr;ctr
g;Artificial Discrimination;55,0;163,0;str;str
g;Artificial Discrimination;55,0;164,0;ctr;str
g;Artificial Discrimination;55,0;165,0;str;str
g;Artificial Discrimination;55,0;166,0;ctr;str
g;Artificial Discrimination;55,0;167,0;ctr;ctr
g;Artificial Discrimination;55,0;168,0;ctr;str
g;Artificial Discrimination;55,0;187,0;ctr;str
g;Artificial Discrimination;55,0;188,0;ctr;str
g;Artificial Discrimination;55,0;189,0;ctr;str
g;Artificial Discrimination;55,0;190,0;ctr;ctr
g;Artificial Discrimination;55,0;201,0;ctr;str
g;Artificial Discrimination;55,0;202,0;ctr;str
g;Artificial Discrimination;55,0;203,0;str;str
g;Artificial Discrimination;55,0;204,0;str;str
g;Artificial Discrimination;55,0;205,0;ctr;str
g;Artificial Discrimination;55,0;206,0;ctr;ctr
g;Artificial Discrimination;55,0;207,0;str;str
g;Artificial Discrimination;55,0;208,0;ctr;ctr
g;Artificial Discrimination;55,0;209,0;ctr;str
g;Artificial Discrimination;55,0;210,0;str;str
g;Artificial Discrimination;55,0;211,0;ctr;ctr
g;Artificial Discrimination;55,0;212,0;str;ctr
g;Artificial Discrimination;55,0;213,0;ctr;ctr
g;Artificial Discrimination;55,0;214,0;str;ctr
g;Artificial Discrimination;55,0;243,0;ctr;ctr
g;Artificial Discrimination;55,0;255,0;str;ctr
g;Artificial Discrimination;55,0;256,0;str;str
g;Artificial Discrimination;55,0;257,0;ctr;str
g;Artificial Discrimination;55,0;258,0;str;str
g;Artificial Discrimination;55,0;259,0;ctr;ctr
g;Artificial Discrimination;55,0;260,0;ctr;str
g;Artificial Discrimination;55,0;261,0;ctr;ctr
g;Artificial Discrimination;55,0;262,0;str;str
g;Artificial Discrimination;55,0;263,0;str;ctr
g;Artificial Discrimination;55,0;264,0;str;str
g;Artificial Discrimination;55,0;265,0;str;ctr
g;Artificial Discrimination;55,0;266,0;ctr;ctr
g;Artificial Discrimination;55,0;267,0;str;ctr
g;Artificial Discrimination;55,0;268,0;ctr;str
g;Artificial Discrimination;55,0;269,0;str;str
g;Artificial Discrimination;55,0;270,0;ctr;ctr
g;Artificial Discrimination;55,0;271,0;str;ctr
g;Artificial Discrimination;55,0;272,0;str;str
g;Artificial Discrimination;55,0;300,0;ctr;str
g;Artificial Discrimination;55,0;301,0;ctr;str
g;Artificial Discrimination;55,0;302,0;str;str
g;Artificial Discrimination;55,0;303,0;ctr;ctr
g;Artificial Discrimination;55,0;304,0;ctr;str
g;Artificial Discrimination;55,0;305,0;ctr;ctr
g;Artificial Discrimination;55,0;306,0;str;str
g;Artificial Discrimination;55,0;307,0;str;ctr
g;Artificial Discrimination;55,0;308,0;str;ctr
g;Artificial Discrimination;55,0;309,0;ctr;str
g;Artificial Discrimination;55,0;310,0;str;ctr
g;Artificial Discrimination;55,0;311,0;ctr;str
g;Artificial Discrimination;55,0;312,0;ctr;ctr
g;Artificial Discrimination;55,0;313,0;ctr;str
g;Artificial Discrimination;55,0;314,0;str;ctr
g;Artificial Discrimination;55,0;315,0;str;ctr
g;Artificial Discrimination;55,0;316,0;ctr;str
g;Artificial Discrimination;55,0;317,0;str;str
g;Artificial Discrimination;55,0;345,0;ctr;ctr
g;Artificial Discrimination;55,0;346,0;str;str
g;Artificial Discrimination;55,0;347,0;str;ctr
g;Artificial Discrimination;55,0;381,0;ctr;ctr
g;Artificial Discrimination;55,0;382,0;str;ctr
g;Artificial Discrimination;55,0;383,0;str;ctr
g;Artificial Discrimination;55,0;384,0;ctr;ctr
g;Artificial Discrimination;55,0;385,0;str;str
g;Artificial Discrimination;55,0;386,0;ctr;ctr
g;Artificial Discrimination;55,0;387,0;str;str
g;Artificial Discrimination;55,0;388,0;str;str
g;Artificial Discrimination;55,0;389,0;str;ctr
g;Artificial Discrimination;55,0;390,0;str;ctr
g;Artificial Discrimination;55,0;391,0;ctr;ctr
g;Artificial Discrimination;55,0;392,0;ctr;ctr
g;Artificial Discrimination;55,0;393,0;str;ctr
g;Artificial Discrimination;55,0;394,0;ctr;str
g;Artificial Discrimination;55,0;395,0;ctr;str
g;Artificial Discrimination;55,0;396,0;str;str
g;Artificial Discrimination;55,0;397,0;str;str
g;Artificial Discrimination;55,0;398,0;str;ctr
g;Artificial Discrimination;55,0;399,0;str;str
g;Artificial Discrimination;55,0;400,0;str;ctr
g;Artificial Discrimination;55,0;401,0;str;ctr
g;Artificial Discrimination;55,0;402,0;ctr;ctr
g;Artificial Discrimination;55,0;403,0;ctr;str
g;Artificial Discrimination;55,0;404,0;str;ctr
g;Artificial Discrimination;56,0;1,0;str;str
g;Artificial Discrimination;56,0;2,0;str;ctr
g;Artificial Discrimination;56,0;3,0;ctr;str
g;Artificial Discrimination;56,0;4,0;ctr;ctr
g;Artificial Discrimination;56,0;5,0;str;ctr
g;Artificial Discrimination;56,0;6,0;str;str
g;Artificial Discrimination;56,0;8,0;ctr;ctr
g;Artificial Discrimination;56,0;9,0;ctr;ctr
g;Artificial Discrimination;56,0;16,0;ctr;ctr
g;Artificial Discrimination;56,0;17,0;str;str
g;Artificial Discrimination;56,0;18,0;ctr;ctr
g;Artificial Discrimination;56,0;19,0;ctr;ctr
g;Artificial Discrimination;56,0;20,0;str;str
g;Artificial Discrimination;56,0;21,0;ctr;ctr
g;Artificial Discrimination;56,0;22,0;str;str
g;Artificial Discrimination;56,0;23,0;str;ctr
g;Artificial Discrimination;56,0;24,0;str;str
g;Artificial Discrimination;56,0;25,0;ctr;ctr
g;Artificial Discrimination;56,0;26,0;str;ctr
g;Artificial Discrimination;56,0;27,0;str;str
g;Artificial Discrimination;56,0;28,0;ctr;str
g;Artificial Discrimination;56,0;29,0;str;ctr
g;Artificial Discrimination;56,0;30,0;ctr;str
g;Artificial Discrimination;56,0;31,0;str;str
g;Artificial Discrimination;56,0;32,0;str;str
g;Artificial Discrimination;56,0;33,0;ctr;str
g;Artificial Discrimination;56,0;34,0;str;str
g;Artificial Discrimination;56,0;35,0;ctr;str
g;Artificial Discrimination;56,0;36,0;ctr;ctr
g;Artificial Discrimination;56,0;37,0;ctr;str
g;Artificial Discrimination;56,0;38,0;ctr;str
g;Artificial Discrimination;56,0;39,0;ctr;str
g;Artificial Discrimination;56,0;40,0;ctr;ctr
g;Artificial Discrimination;56,0;41,0;ctr;str
g;Artificial Discrimination;56,0;42,0;str;ctr
g;Artificial Discrimination;56,0;43,0;ctr;ctr
g;Artificial Discrimination;56,0;44,0;str;str
g;Artificial Discrimination;56,0;45,0;str;ctr
g;Artificial Discrimination;56,0;46,0;ctr;str
g;Artificial Discrimination;56,0;47,0;str;ctr
g;Artificial Discrimination;56,0;48,0;ctr;ctr
g;Artificial Discrimination;56,0;49,0;str;str
g;Artificial Discrimination;56,0;50,0;ctr;ctr
g;Artificial Discrimination;56,0;51,0;str;ctr
g;Artificial Discrimination;56,0;52,0;str;ctr
g;Artificial Discrimination;56,0;53,0;str;ctr
g;Artificial Discrimination;56,0;71,0;ctr;ctr
g;Artificial Discrimination;56,0;72,0;ctr;ctr
g;Artificial Discrimination;56,0;73,0;ctr;ctr
g;Artificial Discrimination;56,0;74,0;str;ctr
g;Artificial Discrimination;56,0;75,0;str;ctr
g;Artificial Discrimination;56,0;76,0;ctr;ctr
g;Artificial Discrimination;56,0;77,0;ctr;str
g;Artificial Discrimination;56,0;78,0;ctr;str
g;Artificial Discrimination;56,0;79,0;str;ctr
g;Artificial Discrimination;56,0;80,0;str;str
g;Artificial Discrimination;56,0;81,0;ctr;str
g;Artificial Discrimination;56,0;82,0;str;ctr
g;Artificial Discrimination;56,0;83,0;str;str
g;Artificial Discrimination;56,0;84,0;str;ctr
g;Artificial Discrimination;56,0;85,0;str;str
g;Artificial Discrimination;56,0;86,0;str;ctr
g;Artificial Discrimination;56,0;87,0;str;ctr
g;Artificial Discrimination;56,0;88,0;ctr;str
g;Artificial Discrimination;56,0;108,0;ctr;str
g;Artificial Discrimination;56,0;109,0;str;str
g;Artificial Discrimination;56,0;110,0;ctr;str
g;Artificial Discrimination;56,0;111,0;str;str
g;Artificial Discrimination;56,0;112,0;str;str
g;Artificial Discrimination;56,0;113,0;str;str
g;Artificial Discrimination;56,0;114,0;str;str
g;Artificial Discrimination;56,0;115,0;ctr;ctr
g;Artificial Discrimination;56,0;116,0;ctr;str
g;Artificial Discrimination;56,0;117,0;ctr;str
g;Artificial Discrimination;56,0;118,0;ctr;ctr
g;Artificial Discrimination;56,0;119,0;ctr;str
g;Artificial Discrimination;56,0;120,0;ctr;str
g;Artificial Discrimination;56,0;121,0;ctr;ctr
g;Artificial Discrimination;56,0;122,0;ctr;str
g;Artificial Discrimination;56,0;123,0;ctr;str
g;Artificial Discrimination;56,0;124,0;ctr;ctr
g;Artificial Discrimination;56,0;125,0;ctr;ctr
g;Artificial Discrimination;56,0;126,0;ctr;ctr
g;Artificial Discrimination;56,0;127,0;str;ctr
g;Artificial Discrimination;56,0;128,0;str;ctr
g;Artificial Discrimination;56,0;142,0;str;ctr
g;Artificial Discrimination;56,0;143,0;ctr;ctr
g;Artificial Discrimination;56,0;144,0;ctr;ctr
g;Artificial Discrimination;56,0;145,0;str;ctr
g;Artificial Discrimination;56,0;146,0;ctr;str
g;Artificial Discrimination;56,0;147,0;str;ctr
g;Artificial Discrimination;56,0;148,0;str;str
g;Artificial Discrimination;56,0;149,0;str;str
g;Artificial Discrimination;56,0;150,0;ctr;str
g;Artificial Discrimination;56,0;151,0;str;str
g;Artificial Discrimination;56,0;152,0;ctr;ctr
g;Artificial Discrimination;56,0;153,0;str;str
g;Artificial Discrimination;56,0;154,0;str;str
g;Artificial Discrimination;56,0;155,0;ctr;str
g;Artificial Discrimination;56,0;156,0;ctr;ctr
g;Artificial Discrimination;56,0;157,0;str;str
g;Artificial Discrimination;56,0;158,0;str;str
g;Artificial Discrimination;56,0;159,0;str;ctr
g;Artificial Discrimination;56,0;160,0;str;ctr
g;Artificial Discrimination;56,0;161,0;ctr;ctr
g;Artificial Discrimination;56,0;162,0;str;str
g;Artificial Discrimination;56,0;163,0;ctr;str
g;Artificial Discrimination;56,0;164,0;ctr;ctr
g;Artificial Discrimination;56,0;169,0;str;ctr
g;Artificial Discrimination;56,0;170,0;str;str
g;Artificial Discrimination;56,0;171,0;ctr;ctr
g;Artificial Discrimination;56,0;172,0;str;ctr
g;Artificial Discrimination;56,0;173,0;str;ctr
g;Artificial Discrimination;56,0;174,0;str;str
g;Artificial Discrimination;56,0;175,0;ctr;ctr
g;Artificial Discrimination;56,0;176,0;str;str
g;Artificial Discrimination;56,0;181,0;ctr;str
g;Artificial Discrimination;56,0;182,0;ctr;str
g;Artificial Discrimination;56,0;184,0;ctr;ctr
g;Artificial Discrimination;56,0;185,0;ctr;str
g;Artificial Discrimination;56,0;186,0;str;str
g;Artificial Discrimination;56,0;187,0;ctr;ctr
g;Artificial Discrimination;56,0;188,0;str;str
g;Artificial Discrimination;56,0;189,0;ctr;ctr
g;Artificial Discrimination;56,0;190,0;str;ctr
g;Artificial Discrimination;56,0;191,0;str;ctr
g;Artificial Discrimination;56,0;192,0;ctr;str
g;Artificial Discrimination;56,0;193,0;str;str
g;Artificial Discrimination;56,0;194,0;str;ctr
g;Artificial Discrimination;56,0;195,0;ctr;str
g;Artificial Discrimination;56,0;204,0;ctr;str
g;Artificial Discrimination;56,0;205,0;str;ctr
g;Artificial Discrimination;56,0;206,0;str;str
g;Artificial Discrimination;56,0;207,0;str;str
g;Artificial Discrimination;56,0;208,0;ctr;str
g;Artificial Discrimination;56,0;209,0;ctr;str
g;Artificial Discrimination;56,0;210,0;ctr;str
g;Artificial Discrimination;56,0;211,0;str;str
g;Artificial Discrimination;56,0;212,0;str;ctr
g;Artificial Discrimination;56,0;213,0;ctr;str
g;Artificial Discrimination;56,0;215,0;str;str
g;Artificial Discrimination;56,0;216,0;ctr;str
g;Artificial Discrimination;56,0;217,0;ctr;ctr
g;Artificial Discrimination;56,0;218,0;str;ctr
g;Artificial Discrimination;56,0;219,0;ctr;str
g;Artificial Discrimination;56,0;220,0;ctr;str
g;Artificial Discrimination;56,0;221,0;ctr;str
g;Artificial Discrimination;56,0;222,0;str;str
g;Artificial Discrimination;56,0;223,0;ctr;ctr
g;Artificial Discrimination;56,0;226,0;ctr;ctr
g;Artificial Discrimination;56,0;227,0;str;ctr
g;Artificial Discrimination;56,0;228,0;ctr;ctr
g;Artificial Discrimination;56,0;229,0;ctr;str
g;Artificial Discrimination;56,0;230,0;ctr;ctr
g;Artificial Discrimination;56,0;231,0;str;str
g;Artificial Discrimination;56,0;232,0;ctr;str
g;Artificial Discrimination;56,0;233,0;ctr;str
g;Artificial Discrimination;56,0;234,0;ctr;str
g;Artificial Discrimination;56,0;235,0;ctr;ctr
g;Artificial Discrimination;56,0;236,0;str;ctr
g;Artificial Discrimination;56,0;237,0;str;ctr
g;Artificial Discrimination;56,0;238,0;ctr;str
g;Artificial Discrimination;56,0;239,0;str;ctr
g;Artificial Discrimination;56,0;240,0;str;str
g;Artificial Discrimination;56,0;241,0;str;str
g;Artificial Discrimination;56,0;242,0;ctr;ctr
g;Artificial Discrimination;56,0;243,0;str;str
g;Artificial Discrimination;56,0;244,0;str;ctr
g;Artificial Discrimination;56,0;245,0;ctr;str
g;Artificial Discrimination;56,0;246,0;str;str
g;Artificial Discrimination;56,0;262,0;ctr;str
g;Artificial Discrimination;56,0;263,0;ctr;str
g;Artificial Discrimination;56,0;264,0;str;str
g;Artificial Discrimination;56,0;265,0;ctr;str
g;Artificial Discrimination;56,0;266,0;ctr;ctr
g;Artificial Discrimination;56,0;267,0;ctr;ctr
g;Artificial Discrimination;56,0;268,0;ctr;str
g;Artificial Discrimination;56,0;269,0;str;ctr
g;Artificial Discrimination;56,0;270,0;ctr;ctr
g;Artificial Discrimination;56,0;271,0;str;str
g;Artificial Discrimination;56,0;272,0;str;str
g;Artificial Discrimination;56,0;273,0;ctr;ctr
g;Artificial Discrimination;56,0;274,0;str;ctr
g;Artificial Discrimination;56,0;288,0;str;ctr
g;Artificial Discrimination;56,0;289,0;ctr;ctr
g;Artificial Discrimination;56,0;290,0;ctr;ctr
g;Artificial Discrimination;56,0;291,0;ctr;ctr
g;Artificial Discrimination;56,0;292,0;ctr;ctr
g;Artificial Discrimination;56,0;293,0;ctr;ctr
g;Artificial Discrimination;56,0;294,0;str;ctr
g;Artificial Discrimination;56,0;295,0;str;str
g;Artificial Discrimination;56,0;296,0;str;ctr
g;Artificial Discrimination;56,0;297,0;str;str
g;Artificial Discrimination;56,0;298,0;str;str
g;Artificial Discrimination;56,0;299,0;str;str
g;Artificial Discrimination;56,0;300,0;str;str
g;Artificial Discrimination;56,0;301,0;ctr;str
g;Artificial Discrimination;56,0;302,0;ctr;str
g;Artificial Discrimination;56,0;303,0;str;str
g;Artificial Discrimination;56,0;304,0;str;ctr
g;Artificial Discrimination;56,0;305,0;ctr;ctr
g;Artificial Discrimination;56,0;306,0;ctr;str
g;Artificial Discrimination;56,0;307,0;ctr;str
g;Artificial Discrimination;56,0;308,0;ctr;str
g;Artificial Discrimination;56,0;317,0;str;str
g;Artificial Discrimination;56,0;318,0;str;str
g;Artificial Discrimination;56,0;319,0;ctr;str
g;Artificial Discrimination;56,0;320,0;str;ctr
g;Artificial Discrimination;56,0;321,0;str;ctr
g;Artificial Discrimination;56,0;322,0;ctr;ctr
g;Artificial Discrimination;56,0;324,0;ctr;str
